No	Year	Genre	Source	a	b	c	left	key	right
673 	1999	FIC	Bk:WalkThroughFire 	A	B	C	your own . Then Peter would  n't  know  I  manipulated 	  him  into  backing 	  the   film   ,   and  he and I could be together ?
674 	1991	MAG	AmSpect 	A	B	C	, used his five minutes '  speaking  time  to  badger 	  Baker  into  appearing 	  the   following   week   at  hearings of the subcommittee on
675 	2010	SPOK	ABC_GMA 	A	B	C	gold bullion . He kind of  more  or  less  talked 	  me  into  buying 	  the   gold   coins   .  BRIAN-ROSS-1-ABC-# (Voiceover)
676 	2013	FIC	VirginiaQRev 	A	B	C	this one , years ago ,  that  Solomon  had  talked 	  him  into  seeing 	  the   gorillas   .   Their  group had trekked for hours around
677 	2002	MAG	SatEvenPost 	A	B	C	thing is a cheap trick on  your  part  to  scare 	  them  into  abandoning 	  the   job   ,   so  you can go up later and have
678 	2011	FIC	Bk:Ganymede 	A	B	C	Or it might not , if  you  have  to  trick 	  someone  into  taking 	  the   job   .   "  A loud cough of laughter came from
679 	1991	FIC	Ploughshares 	A	B	C	goat -- a goat kept at  a  slaughterhouse  to  trick 	  sheep  into  entering 	  the   killing   room   .  # " I wo n't betray you
680 	2005	FIC	NewYorker 	A	B	C	wallet in hand . Even as  he  tried  to  talk 	  Julianne  into  taking 	  the   money   for   a  room , invoking the seriousness of the
681 	1993	NEWS	NYTimes 	A	B	C	# He led his Padres --  four  other  teams  followed 	  --  into  breaking 	  the   National   League   's  37-year-old broadcasting
682 	1997	ACAD	ArtBulletin 	A	B	C	make gifts to you . He  hoped  they  would  shame 	  Marchetti  into  respecting 	  the   obligation   to   give  . Etiquette forbade pressing
683 	1998	SPOK	Fox_Crier 	A	B	C	City and Sidney and -- you  know  ,  you  get 	  pigeonholed  into  doing 	  the   Olympics   ,   and  that 's not bad because we 're
684 	2002	NEWS	Chicago 	A	B	C	European community and the  United  States  have  poured 	  millions  into  building 	  the   Palestinian   Authority   ,  there is little to show as
685 	2001	FIC	PartisanRev 	A	B	C	Ben-Gurion could be mean . It  was  Weizmann  who  swayed 	  Truman  into  backing 	  the   Partition   vote   .  You 'd think , would n't you
686 	1990	ACAD	ArmedForces 	A	B	C	some men denounced their own brothers  who  tried  to  seduce 	  them  into  joining 	  the   party   of   insurrection  . Calleja 's officers feared
687 	2000	FIC	Bk:JimBoy 	A	B	C	town , hadlong since given up  on  trying  to  talk 	  her  into  leaving 	  the   plow   where   it  lay . Instead they grew used to
688 	1992	FIC	BkSF:QuantumLeap 	A	B	C	escaped Congress entirely . Nonetheless  ,  Sam  had  talked 	  them  into  funding 	  the   Project   ,   and  taken Al along . So the remote
689 	1997	MAG	WashMonth 	A	B	C	anti-property tax  seniors  population  has  pushed 	  lawmakers  into  reducing 	  the   property   tax   rates  for some , and completely
690 	2004	ACAD	PhysicsToday 	A	B	C	or false ; and , The  perpetrator  intends  to  deceive 	  others  into  believing 	  the   representation   .   #   Second , instances of
691 	2013	FIC	AntiochRev 	A	B	C	looks like a college campus ,  and  you  can  fool 	  yourself  into  thinking 	  the   residents   are   college  students lounging on the
692 	1997	MAG	Fortune 	A	B	C	$10,000 , Walsh flew to Indonesia  ,  where  Felderhof  talked 	  him  into  buying 	  the   rights   to   part  of the Busang property in 1993 .
693 	2014	SPOK	NPR 	A	B	C	NICK-LOWE# But , yes , I  've  sort  of  forced 	  him  into  enjoying 	  the   same   stuff   as  I did , you know , back
694 	1997	SPOK	PBS_Newshour 	A	B	C	it into teachers ' salaries ,  or  would  you  put 	  it  into  wiring 	  the   schools   ?   DAVID-SHENK  : I think I 'd put it
695 	2000	MAG	Prevention 	A	B	C	is for you ? Here are  four  ways  to  trick 	  yourself  into  loving 	  the   season   :   #   Enjoy a new world . Listen to
696 	1999	NEWS	NYTimes 	A	B	C	has been pumped up , it  is  time  to  lure 	  outsiders  into  buying 	  the   shares   .   Mr.  Lehmann helped out with the public
697 	1990	MAG	Conservation 	A	B	C	words , contributions of sportsmen and  women  are  being  put 	  back  into  preserving 	  the   sport   and   the  resources on which it depends . The
698 	2004	MAG	PsychToday 	A	B	C	real celebrity spinmeister is our own  mind  ,  which  tricks 	  us  into  believing 	  the   stars   are   our  lovers and our social intimates .
699 	2001	ACAD	ArtsEduc 	A	B	C	quality must be abandoned as  a  plot  to  indoctrinate 	  viewers  into  accepting 	  the   status   quo   in  all aspects of a manipulative
700 	1999	FIC	MassachRev 	A	B	C	how to put on a facial  mask  .  She  joshed 	  you  into  repeating 	  the   steps   aloud   :  steam , apply , rinse , moisturize
701 	2002	NEWS	NYTimes 	A	B	C	dancer and recoverer of lost Cunningham  works  ,  who  talked 	  him  into  reading 	  the   text   onstage   in  the festival revival of " How to
702 	2004	SPOK	CBS_48Hours 	A	B	C	a question : Did Celeste plot  the  murder  and  manipulate 	  Tracey  into  pulling 	  the   trigger   ?   The  most dramatic testimony will come from
703 	1991	FIC	BkSF:StarfireDown 	A	B	C	had been able to function again  ,  Gella  had  talked 	  Andro  into  putting 	  the   unit   aboard   his  native ship . She did n't know
704 	2000	ACAD	Generations 	A	B	C	they may attempt to charm and  manipulate  those  who  confront 	  them  into  perceiving 	  the   victim   as   a  disturbed and unreliable source of
705 	1999	FIC	Bk:NothingButTruth 	A	B	C	cops start to get close to  him  ,  he  cons 	  me  into  muddying 	  the   waters   digging   up  other suspects , gives himself a
706 	2012	FIC	Bk:HisLoveEndures 	A	B	C	her . She tried to recall  if  she  'd  pushed 	  him  into  saying 	  the   words   .   She  did n't think so , but did
707 	1990	FIC	ArtJournal 	A	B	C	by mistake . Somehow , unknowingly  ,  I  had  fooled 	  it  into  taking 	  the   wrong   child   ,  and it was angry . # FORM
708 	2014	FIC	Bk:PerfectWitness 	A	B	C	. He 'd bring in strangers  and  try  to  trick 	  me  into  saying 	  the   wrong   things   about  what they were remembering . It
709 	2006	NEWS	WashPost 	A	B	C	pitcher makes a pickoff throw ,  a  ploy  to  annoy 	  him  into  ignoring 	  their   base   runners   .  When one of their hitters draws a
710 	1996	MAG	Forbes 	A	B	C	one is fooled . The whole  purpose  is  to  lure 	  states  into  expanding 	  their   bureaucracies   and   increasing  spending , all in
711 	1991	MAG	Americas 	A	B	C	suit and sporting a  freshly  vaselined  mustache  lures 	  tourists  into  having 	  their   fate   read   by  his ancient and tired looking python .
712 	1994	FIC	Atlantic 	A	B	C	, so I trained them when  I  could  ,  bullied 	  them  into  maintaining 	  their   former   rebellion   .  # " Do n't ever change ,
713 	2007	NEWS	Houston 	A	B	C	that media accounts or  lawyer  ads  could  frighten 	  patients  into  discontinuing 	  their   medicine   ,   which  could endanger their
714 	1992	MAG	MotherJones 	A	B	C	bake cookies ! Marilyn says  women  's  liberation  deceived 	  women  into  betraying 	  their   natures   !   #   Was this only a crazy sideshow
715 	2006	ACAD	ABAJournal 	A	B	C	Reduction Act , lawmakers decided  in  February  to  prod 	  states  into  passing 	  their   own   false   claims  acts with incentives to increase
716 	2003	MAG	BoysLife 	A	B	C	could transmit smells right through the  TV  .  He  fooled 	  viewers  into  sniffing 	  their   sets   while   he  sliced onions and made a pot of
717 	1996	MAG	Bicycling 	A	B	C	" Cycling Subcultures " on page  46  ,  we  coax 	  riders  into  baring 	  their   souls-they   split   their  psyches open so you can
718 	2012	NEWS	CSMonitor 	A	B	C	and perfect selection of quotes ,  or  for  having  jostled 	  you  into  giving 	  them   another   look   :  " And it needs to be stressed
719 	2000	MAG	Prevention 	A	B	C	eat your food . That way  they  ca  n't  con 	  you  into  helping 	  them   cheat   on   their  diet . If these steps do n't
720 	1991	ACAD	Ethnology 	A	B	C	shocking in itself , to beg  ,  wheedle  or  browbeat 	  people  into  offering 	  them   food   and   drink  , the man carrying an outsized pouch
721 	2011	NEWS	Houston 	A	B	C	invasions begin with  police  impersonators  who  trick 	  residents  into  letting 	  them   inside   .   #  " It 's a very serious crime
722 	1993	FIC	Bk:ComingUpDown 	A	B	C	like a scooter . I let  the  big  boys  talk 	  me  into  letting 	  them   ride   it   .  Booty Melvin took advantage and rode it
723 	2007	FIC	Analog 	A	B	C	had their own agenda  ,  which  involved  cowing 	  Sacrus  into  letting 	  them   run   a   railway  line through the middle of the great
724 	2012	MAG	Prevention 	A	B	C	diet dilemma of nearly every mom  .  The  kids  badger 	  you  into  buying 	  them   sugary   snacks   --  then you eat them . Before you
725 	1990	SPOK	ABC_20/20 	A	B	C	it " a gag , "  misrepresenting  themselves  to  trick 	  people  into  providing 	  them   with   personal   information  . Mr. PARKHURST : They
726 	2015	SPOK	CBS 	A	B	C	Prosecutor Emily Cole confirms that  Rick  did  indeed  con 	  Dino  into  thinking 	  there   was   a   big  contract coming his way . EMILY-COLE#
727 	1998	NEWS	NYTimes 	A	B	C	describes his anger at one doctor  who  he  said  misled 	  him  into  believing 	  there   was   more   hope  for him than there really was .
728 	2005	SPOK	NPR_Science 	A	B	C	... FLATOW : So they did  n't  have  to  talk 	  people  into  doing 	  these   mathematical   things   ,  is what you 're saying .
729 	1990	NEWS	AssocPress 	A	B	C	, that most can enjoy without  guilt  .   #  -Delude 	  people  into  thinking 	  they   are   making   an  important contribution to their
730 	2002	NEWS	AssocPress 	A	B	C	befriending Exoo , said , "  He  has  never  pushed 	  anybody  into  anything 	  they   do   n't   want  . " She spoke on condition she
731 	2001	NEWS	USAToday 	A	B	C	college acceptances  this  spring  will  delude 	  themselves  into  thinking 	  they   have   triumphed   on  intrinsic talent alone . # In
732 	2008	FIC	Bk:BrokenAngel 	A	B	C	'd been given for her birthday  but  could  n't  fool 	  herself  into  believing 	  they   made   her   look  pretty for these people . She held
733 	1990	MAG	ScienceNews 	A	B	C	delineations carry  the  risk  of  fooling 	  researchers  into  thinking 	  they   really   are   creating  life when the behavior of
734 	2003	NEWS	Chicago 	A	B	C	's teachers . " The ploy  is  intended  to  jolt 	  viewers  into  realizing 	  they   should   spend   more  time focused on truly
